inst_141635 RESOURCE22351
CLB8320 RESOURCE38010
CLB954 RESOURCE65015
CLB17010 RESOURCE51896
CLB4917 RESOURCE20580
CLB15356 RESOURCE8034
CLB7728 RESOURCE32071
CLB2385 RESOURCE43084
CLB8258 RESOURCE34083
CLB15231 RESOURCE14163
CLB17850 RESOURCE47488
CLB18012 RESOURCE46533
CLB8236 RESOURCE35520
CLB7823 RESOURCE14739
CLB17437 RESOURCE52949
CLB8078 RESOURCE35998
CLB17854 RESOURCE48448
CLB15260 RESOURCE10046
CLB2354 RESOURCE59462
CLB7546 RESOURCE31114
CLB5619 RESOURCE56302
CLB18011 RESOURCE46052
CLB15275 RESOURCE9567
CLB4959 RESOURCE22017
CLB8451 RESOURCE33030
CLB15225 RESOURCE13685
CLB7965 RESOURCE33031
CLB14490 RESOURCE7078
CLB4890 RESOURCE54865
CLB15142 RESOURCE11577
CLB15283 RESOURCE9088
CLB14511 RESOURCE10047
CLB14238 RESOURCE5640
CLB5123 RESOURCE54866
CLB8079 RESOURCE36957
CLB8074 RESOURCE37532
CLB4908 RESOURCE20102
CLB8120 RESOURCE42417
CLB8282 RESOURCE36958
CLB1179 RESOURCE61473
CLB2692 RESOURCE41363
CLB13948 RESOURCE2670
CLB15143 RESOURCE11578
CLB4762 RESOURCE17612
CLB4900 RESOURCE54385
CLB895 RESOURCE63962
CLB14218 RESOURCE3628
CLB1181 RESOURCE61952
CLB7514 RESOURCE30635
CLB8417 RESOURCE31593
CLB4365 RESOURCE23550
CLB2340 RESOURCE60420
CLB13930 RESOURCE1713
CLB8077 RESOURCE35041
CLB14200 RESOURCE6597
CLB4824 RESOURCE18091
CLB8241 RESOURCE35042
CLB2500 RESOURCE63484
CLB15123 RESOURCE12727
CLB15263 RESOURCE10525
CLB15272 RESOURCE10526
CLB5257 RESOURCE58025
CLB8489 RESOURCE30636
CLB8266 RESOURCE36478
CLB13966 RESOURCE3150
CLB18049 RESOURCE45574
CLB14489 RESOURCE9568
CLB13918 RESOURCE276
CLB6206 RESOURCE29103
CLB14223 RESOURCE4587
CLB15262 RESOURCE11005
CLB17852 RESOURCE47969
CLB4949 RESOURCE22593
CLB15280 RESOURCE9089
CLB18010 RESOURCE46053
CLB5414 RESOURCE55345
CLB4366 RESOURCE22592
CLB4867 RESOURCE18571
CLB8076 RESOURCE35999
CLB4409 RESOURCE23071
CLB15353 RESOURCE14738
CLB8486 RESOURCE30637
CLB17651 RESOURCE51417
CLB17509 RESOURCE54387
CLB2369 RESOURCE41362
CLB14222 RESOURCE4108
CLB14225 RESOURCE5066
CLB15352 RESOURCE14737
CLB5389 RESOURCE55346
CLB965 RESOURCE63963
CLB15281 RESOURCE9090
CLB15366 RESOURCE16175
CLB4386 RESOURCE25467
CLB8449 RESOURCE32551
CLB2415 RESOURCE44616
CLB2666 RESOURCE41936
CLB4816 RESOURCE15696
CLB18009 RESOURCE45575
CLB6193 RESOURCE28145
CLB4757 RESOURCE18092
CLB13917 RESOURCE756
CLB1257 RESOURCE63005
CLB6083 RESOURCE26425
CLB2370 RESOURCE42418
CLB3044 RESOURCE59463
CLB7505 RESOURCE53907
CLB896 RESOURCE63964
CLB17515 RESOURCE54386
CLB6231 RESOURCE29677
CLB5209 RESOURCE58026
CLB7556 RESOURCE31594
CLB8250 RESOURCE34561
CLB7990 RESOURCE34084
CLB7775 RESOURCE15218
CLB2705 RESOURCE38490
CLB5101 RESOURCE55824
CLB18018 RESOURCE47012
CLB2708 RESOURCE39448
CLB14241 RESOURCE6120
CLB8490 RESOURCE30157
CLB7969 RESOURCE33510
CLB14230 RESOURCE5641
CLB8481 RESOURCE34085
CLB15132 RESOURCE11579
CLB17053 RESOURCE52471
CLB18019 RESOURCE46534
CLB15133 RESOURCE12058
CLB2704 RESOURCE38491
CLB7515 RESOURCE30634
CLB2430 RESOURCE44617
CLB14197 RESOURCE8036
CLB17896 RESOURCE49503
CLB17898 RESOURCE49982
CLB1191 RESOURCE60995
CLB8075 RESOURCE36000
CLB2391 RESOURCE44043
CLB15368 RESOURCE16176
CLB4915 RESOURCE22019
CLB6194 RESOURCE28625
CLB14454 RESOURCE5642
CLB15232 RESOURCE14740
CLB17420 RESOURCE52950
CLB15276 RESOURCE9569
CLB4770 RESOURCE16174
CLB13943 RESOURCE3151
CLB15360 RESOURCE8514
CLB14196 RESOURCE8515
CLB6213 RESOURCE29678
CLB4743 RESOURCE56878
CLB2326 RESOURCE60421
CLB4831 RESOURCE19624
CLB17510 RESOURCE54867
CLB4363 RESOURCE23551
CLB8480 RESOURCE34564
CLB13919 RESOURCE277
CLB7998 RESOURCE34563
CLB15129 RESOURCE11580
CLB15224 RESOURCE14165
CLB2693 RESOURCE39927
CLB2678 RESOURCE39928
CLB8485 RESOURCE30156
CLB14243 RESOURCE7079
CLB1170 RESOURCE61474
CLB7558 RESOURCE32073
CLB15054 RESOURCE13207
CLB17904 RESOURCE49024
CLB7552 RESOURCE31115
CLB4907 RESOURCE21061
CLB13931 RESOURCE2194
CLB17652 RESOURCE51897
CLB2664 RESOURCE41365
CLB7522 RESOURCE52951
CLB8264 RESOURCE36959
CLB2417 RESOURCE45096
CLB4914 RESOURCE20583
CLB8168 RESOURCE29104
CLB17425 RESOURCE53430
CLB15211 RESOURCE12728
CLB8453 RESOURCE33511
CLB15229 RESOURCE14166
CLB17418 RESOURCE52470
CLB7434 RESOURCE51898
CLB13915 RESOURCE757
CLB4935 RESOURCE22020
CLB17022 RESOURCE52472
CLB2368 RESOURCE42419
CLB17897 RESOURCE49504
CLB6181 RESOURCE28147
CLB4784 RESOURCE17134
CLB13916 RESOURCE1714
CLB4396 RESOURCE25468
CLB15274 RESOURCE11006
CLB13912 RESOURCE278
CLB17732 RESOURCE51418
CLB930 RESOURCE64442
CLB13911 RESOURCE279
CLB5158 RESOURCE18572
CLB4421 RESOURCE24988
CLB14551 RESOURCE12059
CLB17847 RESOURCE48449
CLB4424 RESOURCE25466
CLB13967 RESOURCE3630
CLB2360 RESOURCE43085
CLB5263 RESOURCE58506
CLB4367 RESOURCE23073
CLB13932 RESOURCE2193
CLB6232 RESOURCE30158
CLB8301 RESOURCE38489
CLB7761 RESOURCE49981
CLB8073 RESOURCE36480
CLB13936 RESOURCE2672
CLB8167 RESOURCE29679
CLB15358 RESOURCE9091
CLB2698 RESOURCE38970
CLB17740 RESOURCE51419
CLB4380 RESOURCE24989
CLB14546 RESOURCE11581
CLB15371 RESOURCE15697
CLB15233 RESOURCE15219
CLB13947 RESOURCE3152
CLB5318 RESOURCE24990
CLB14198 RESOURCE8516
CLB17849 RESOURCE48450
CLB2429 RESOURCE45576
CLB934 RESOURCE65497
CLB15214 RESOURCE12057
CLB7386 RESOURCE53909
CLB4773 RESOURCE17614
CLB2365 RESOURCE59464
CLB1193 RESOURCE60996
CLB8296 RESOURCE36481
CLB4913 RESOURCE20584
CLB5108 RESOURCE56304
CLB18057 RESOURCE46535
CLB5221 RESOURCE58507
CLB8068 RESOURCE35522
CLB7978 RESOURCE33512
CLB2379 RESOURCE43086
CLB2470 RESOURCE64444
CLB2422 RESOURCE46054
CLB14571 RESOURCE14167
CLB8420 RESOURCE32074
CLB6153 RESOURCE19147
CLB7650 RESOURCE50940
CLB6216 RESOURCE29105
CLB5157 RESOURCE55826
CLB8000 RESOURCE35044
CLB15361 RESOURCE14741
CLB4787 RESOURCE17135
CLB7984 RESOURCE34086
CLB8072 RESOURCE38012
CLB4837 RESOURCE57356
CLB2361 RESOURCE44044
CLB4841 RESOURCE20104
CLB4779 RESOURCE18093
CLB14306 RESOURCE758
CLB15288 RESOURCE10527
CLB15369 RESOURCE16656
CLB913 RESOURCE65977
CLB17902 RESOURCE49025
CLB14170 RESOURCE7558
CLB477 RESOURCE62528
CLB4781 RESOURCE18094
CLB4398 RESOURCE26426
CLB7478 RESOURCE38492
CLB14229 RESOURCE5643
CLB4385 RESOURCE25469
CLB7966 RESOURCE32554
CLB14240 RESOURCE6600
CLB2695 RESOURCE39929
CLB7555 RESOURCE31117
CLB7964 RESOURCE32075
CLB2364 RESOURCE59944
CLB4833 RESOURCE19625
CLB17900 RESOURCE49505
CLB15387 RESOURCE11582
CLB5156 RESOURCE55827
CLB4835 RESOURCE20105
CLB3319 RESOURCE59465
CLB443 RESOURCE63008
CLB15271 RESOURCE11007
CLB17661 RESOURCE51899
CLB5316 RESOURCE23074
CLB8488 RESOURCE30638
CLB18024 RESOURCE47492
CLB4774 RESOURCE17615
CLB8300 RESOURCE38493
CLB5210 RESOURCE58505
CLB15235 RESOURCE15699
CLB13884 RESOURCE1715
CLB538 RESOURCE61953
CLB4364 RESOURCE24511
CLB15213 RESOURCE12729
CLB8432 RESOURCE31596
CLB14169 RESOURCE8037
CLB2390 RESOURCE45098
CLB8444 RESOURCE33513
CLB8071 RESOURCE38972
CLB14204 RESOURCE6601
CLB4827 RESOURCE19148
CLB4422 RESOURCE26427
CLB15230 RESOURCE14168
CLB2432 RESOURCE45099
CLB8403 RESOURCE29680
CLB15212 RESOURCE13208
CLB6182 RESOURCE29106
CLB7988 RESOURCE34087
CLB8487 RESOURCE30639
CLB15239 RESOURCE14742
CLB4369 RESOURCE22595
CLB889 RESOURCE65978
CLB8067 RESOURCE36482
CLB14202 RESOURCE7559
CLB8297 RESOURCE36002
CLB5165 RESOURCE55825
CLB2373 RESOURCE41940
CLB2372 RESOURCE42420
CLB5328 RESOURCE56879
CLB2416 RESOURCE45577
CLB4395 RESOURCE26428
CLB4756 RESOURCE18095
CLB17846 RESOURCE49026
CLB258 RESOURCE61476
CLB2419 RESOURCE46056
CLB14562 RESOURCE13687
CLB4912 RESOURCE21542
CLB4706 RESOURCE56880
CLB6208 RESOURCE29681
CLB8033 RESOURCE35045
CLB4894 RESOURCE54868
CLB14185 RESOURCE8038
CLB4544 RESOURCE28148
CLB4693 RESOURCE57358
CLB2358 RESOURCE60424
CLB2329 RESOURCE59945
CLB14542 RESOURCE12060
CLB14167 RESOURCE7560
CLB4734 RESOURCE57359
CLB14224 RESOURCE5069
CLB2675 RESOURCE41941
CLB17666 RESOURCE52474
CLB2660 RESOURCE40887
CLB13971 RESOURCE5070
CLB5248 RESOURCE56881
CLB4804 RESOURCE57360
CLB14250 RESOURCE6123
CLB8408 RESOURCE29682
CLB17845 RESOURCE49027
CLB17924 RESOURCE50942
CLB4419 RESOURCE25948
CLB452 RESOURCE63487
CLB1816 RESOURCE60998
CLB8267 RESOURCE38014
CLB3158 RESOURCE58986
CLB8065 RESOURCE36003
CLB15351 RESOURCE15700
CLB15238 RESOURCE14743
CLB7994 RESOURCE34566
CLB13928 RESOURCE280
CLB2662 RESOURCE39450
CLB8004 RESOURCE35046
CLB4961 RESOURCE23553
CLB8070 RESOURCE38015
CLB4924 RESOURCE20585
CLB8286 RESOURCE37535
CLB13887 RESOURCE3153
CLB2477 RESOURCE63488
CLB13883 RESOURCE2195
CLB4686 RESOURCE58030
CLB14385 RESOURCE11008
CLB6210 RESOURCE30160
CLB3284 RESOURCE59946
CLB3001 RESOURCE60425
CLB13914 RESOURCE1238
CLB5175 RESOURCE55347
CLB7313 RESOURCE53432
CLB6204 RESOURCE30161
CLB7968 RESOURCE32555
CLB17843 RESOURCE48451
CLB929 RESOURCE65979
CLB7479 RESOURCE38973
CLB7525 RESOURCE31118
CLB13940 RESOURCE4112
CLB8303 RESOURCE35523
CLB4909 RESOURCE21543
CLB15221 RESOURCE13210
CLB4361 RESOURCE24033
CLB4777 RESOURCE19146
CLB2387 RESOURCE44620
CLB17901 RESOURCE49983
CLB888 RESOURCE65499
CLB13925 RESOURCE759
CLB14186 RESOURCE8039
CLB4776 RESOURCE58031
CLB8272 RESOURCE38013
CLB500 RESOURCE63967
CLB2380 RESOURCE44046
CLB14574 RESOURCE15701
CLB8248 RESOURCE36483
CLB15236 RESOURCE12731
CLB2659 RESOURCE40888
CLB4690 RESOURCE57357
CLB8334 RESOURCE38971
CLB8310 RESOURCE34565
CLB2694 RESOURCE39930
CLB4556 RESOURCE27002
CLB2378 RESOURCE44047
CLB17844 RESOURCE48452
CLB7992 RESOURCE34088
CLB8069 RESOURCE38494
CLB2696 RESOURCE39931
CLB7427 RESOURCE53433
CLB2481 RESOURCE46536
CLB13910 RESOURCE1239
CLB8021 RESOURCE35047
CLB7967 RESOURCE32076
CLB4375 RESOURCE25470
CLB1196 RESOURCE61956
CLB8064 RESOURCE37536
CLB2431 RESOURCE46057
CLB4370 RESOURCE24991
CLB17925 RESOURCE50943
CLB5166 RESOURCE56306
CLB8406 RESOURCE29683
CLB2384 RESOURCE44621
CLB7336 RESOURCE52953
CLB15222 RESOURCE14169
CLB7403 RESOURCE52475
CLB2999 RESOURCE60423
CLB4780 RESOURCE20107
CLB4792 RESOURCE57361
CLB8035 RESOURCE36004
CLB8326 RESOURCE40410
CLB7398 RESOURCE52473
CLB17927 RESOURCE50463
CLB4667 RESOURCE56882
CLB4778 RESOURCE57362
CLB17922 RESOURCE51901
CLB1252 RESOURCE61957
CLB7973 RESOURCE32556
CLB5314 RESOURCE24513
CLB13945 RESOURCE5071
CLB18056 RESOURCE47973
CLB2381 RESOURCE43088
CLB15381 RESOURCE12062
CLB8247 RESOURCE36961
CLB2377 RESOURCE41367
CLB4417 RESOURCE27003
CLB4960 RESOURCE23075
CLB13941 RESOURCE4592
CLB14191 RESOURCE9571
CLB17879 RESOURCE49506
CLB7275 RESOURCE53912
CLB4836 RESOURCE20586
CLB2707 RESOURCE39452
CLB5338 RESOURCE56307
CLB14203 RESOURCE6602
CLB4362 RESOURCE24514
CLB15237 RESOURCE13211
CLB6209 RESOURCE30159
CLB4921 RESOURCE22023
CLB4920 RESOURCE21064
CLB2423 RESOURCE47016
CLB529 RESOURCE63010
CLB2402 RESOURCE44045
CLB6230 RESOURCE30640
CLB8155 RESOURCE34089
CLB949 RESOURCE66458
CLB7981 RESOURCE33514
CLB14188 RESOURCE8040
CLB14168 RESOURCE8519
CLB14422 RESOURCE12061
CLB8066 RESOURCE38495
CLB17921 RESOURCE51902
CLB2652 RESOURCE41368
CLB437 RESOURCE63968
CLB5296 RESOURCE23076
CLB15052 RESOURCE14744
CLB2483 RESOURCE65500
CLB2485 RESOURCE65501
CLB8062 RESOURCE36962
CLB3063 RESOURCE61478
CLB2418 RESOURCE46537
CLB2699 RESOURCE66459
CLB503 RESOURCE64446
CLB8149 RESOURCE35526
CLB2484 RESOURCE65021
CLB15355 RESOURCE16659
CLB5218 RESOURCE19149
CLB14141 RESOURCE7082
CLB4692 RESOURCE58029
CLB14201 RESOURCE6603
CLB13963 RESOURCE4113
CLB2376 RESOURCE41942
CLB7311 RESOURCE53434
CLB2697 RESOURCE40411
CLB317 RESOURCE62531
CLB4786 RESOURCE18576
CLB4660 RESOURCE58032
CLB14545 RESOURCE14170
CLB13969 RESOURCE5072
CLB4783 RESOURCE18575
CLB4391 RESOURCE26429
CLB15380 RESOURCE12063
CLB14426 RESOURCE13212
CLB3165 RESOURCE61000
CLB13880 RESOURCE3635
CLB2394 RESOURCE45579
CLB7557 RESOURCE31119
CLB17923 RESOURCE50944
CLB8402 RESOURCE30641
CLB8034 RESOURCE36005
CLB3291 RESOURCE59947
CLB432 RESOURCE63969
CLB2425 RESOURCE47017
CLB15141 RESOURCE12733
CLB4754 RESOURCE58509
CLB8438 RESOURCE32077
CLB4557 RESOURCE27482
CLB2400 RESOURCE43090
CLB8153 RESOURCE33515
CLB15089 RESOURCE17617
CLB17883 RESOURCE49028
CLB17866 RESOURCE55349
CLB14142 RESOURCE6604
CLB14139 RESOURCE7083
CLB8019 RESOURCE35048
CLB13924 RESOURCE1718
CLB545 RESOURCE62532
CLB15394 RESOURCE11584
CLB2115 RESOURCE59468
CLB7371 RESOURCE53435
CLB14182 RESOURCE9573
CLB17926 RESOURCE52477
CLB14166 RESOURCE8041
CLB4389 RESOURCE26430
CLB14544 RESOURCE13689
CLB15140 RESOURCE12732
CLB14192 RESOURCE11010
CLB4543 RESOURCE28150
CLB8063 RESOURCE38016
CLB8018 RESOURCE34567
CLB6225 RESOURCE31120
CLB15386 RESOURCE10530
CLB5616 RESOURCE30162
CLB15125 RESOURCE13213
CLB4929 RESOURCE21066
CLB13942 RESOURCE5073
CLB15340 RESOURCE15702
CLB4376 RESOURCE25472
CLB5303 RESOURCE56883
CLB13922 RESOURCE1240
CLB4838 RESOURCE20587
CLB7982 RESOURCE33516
CLB13913 RESOURCE2198
CLB8157 RESOURCE35527
CLB4724 RESOURCE58033
CLB15344 RESOURCE15703
CLB7412 RESOURCE52476
CLB8060 RESOURCE38017
CLB13926 RESOURCE3156
CLB1818 RESOURCE60426
CLB17872 RESOURCE49986
CLB14190 RESOURCE9094
CLB3066 RESOURCE61958
CLB2389 RESOURCE45580
CLB13965 RESOURCE4114
CLB15251 RESOURCE14745
CLB2658 RESOURCE40890
CLB4839 RESOURCE20108
CLB4922 RESOURCE21545
CLB15319 RESOURCE11011
CLB14529 RESOURCE13691
CLB15090 RESOURCE17618
CLB2383 RESOURCE43569
CLB15342 RESOURCE16661
CLB8306 RESOURCE38496
CLB15091 RESOURCE18097
CLB8061 RESOURCE37537
CLB2665 RESOURCE41943
CLB13882 RESOURCE2199
CLB4964 RESOURCE23077
CLB7226 RESOURCE54392
CLB17905 RESOURCE55351
CLB8054 RESOURCE36963
CLB13921 RESOURCE1241
CLB8022 RESOURCE36006
CLB4522 RESOURCE28630
CLB13937 RESOURCE5074
CLB6211 RESOURCE30642
CLB15250 RESOURCE14746
CLB13879 RESOURCE3157
CLB14132 RESOURCE8521
CLB5322 RESOURCE23556
CLB901 RESOURCE66460
CLB2424 RESOURCE47496
CLB4377 RESOURCE24993
CLB2388 RESOURCE45101
CLB4928 RESOURCE21546
CLB13897 RESOURCE3155
CLB7974 RESOURCE32079
CLB8330 RESOURCE38974
CLB2401 RESOURCE43570
CLB8032 RESOURCE36485
CLB2413 RESOURCE46538
CLB8031 RESOURCE35525
CLB2421 RESOURCE47018
CLB15124 RESOURCE13692
CLB4925 RESOURCE22025
CLB8427 RESOURCE31600
CLB5531 RESOURCE59948
CLB2502 RESOURCE65980
CLB15249 RESOURCE14171
CLB8401 RESOURCE31121
CLB8331 RESOURCE38018
CLB17882 RESOURCE49508
CLB2656 RESOURCE40891
CLB8059 RESOURCE38975
CLB5214 RESOURCE19629
CLB8026 RESOURCE36007
CLB4659 RESOURCE58512
CLB7554 RESOURCE57363
CLB2578 RESOURCE47976
CLB3170 RESOURCE61480
CLB7975 RESOURCE32078
CLB2382 RESOURCE44049
CLB4788 RESOURCE17619
CLB14183 RESOURCE10053
CLB15341 RESOURCE16182
CLB15393 RESOURCE11585
CLB4542 RESOURCE28152
CLB4379 RESOURCE26431
CLB8017 RESOURCE35528
CLB5293 RESOURCE23557
CLB4368 RESOURCE24994
CLB7307 RESOURCE53436
CLB7991 RESOURCE34091
CLB13877 RESOURCE3636
CLB7431 RESOURCE52956
CLB4475 RESOURCE29684
CLB17864 RESOURCE52478
CLB5219 RESOURCE20109
CLB17885 RESOURCE55830
CLB314 RESOURCE63012
CLB8342 RESOURCE39933
CLB4520 RESOURCE28631
CLB4759 RESOURCE19151
CLB8142 RESOURCE35049
CLB7349 RESOURCE54393
CLB4963 RESOURCE24036
CLB17887 RESOURCE55831
CLB2466 RESOURCE47497
CLB4684 RESOURCE58034
CLB15350 RESOURCE16662
CLB15348 RESOURCE15704
CLB14561 RESOURCE17140
CLB2581 RESOURCE49029
CLB4486 RESOURCE29109
CLB8400 RESOURCE31122
CLB4416 RESOURCE27005
CLB17881 RESOURCE49987
CLB2648 RESOURCE41944
CLB527 RESOURCE63491
CLB7979 RESOURCE32559
CLB8440 RESOURCE33038
CLB17875 RESOURCE55829
CLB1813 RESOURCE61001
CLB15391 RESOURCE12735
CLB2082 RESOURCE43092
CLB2663 RESOURCE42423
CLB2579 RESOURCE47498
CLB8441 RESOURCE30643
CLB328 RESOURCE63492
CLB17841 RESOURCE50946
CLB8147 RESOURCE34569
CLB2479 RESOURCE47977
CLB13889 RESOURCE2678
CLB422 RESOURCE65502
CLB2525 RESOURCE64450
CLB15345 RESOURCE15223
CLB2395 RESOURCE46060
CLB17880 RESOURCE49988
CLB4931 RESOURCE21067
CLB13977 RESOURCE6605
CLB13970 RESOURCE5648
CLB8325 RESOURCE39934
CLB8439 RESOURCE33037
CLB7225 RESOURCE55352
CLB926 RESOURCE66940
CLB15395 RESOURCE11586
CLB2572 RESOURCE48456
CLB14193 RESOURCE11012
CLB5615 RESOURCE30644
CLB8338 RESOURCE40412
CLB4840 RESOURCE20588
CLB8053 RESOURCE37539
CLB391 RESOURCE65024
CLB4944 RESOURCE24995
CLB8146 RESOURCE34570
CLB4571 RESOURCE34092
CLB297 RESOURCE61959
CLB468 RESOURCE65025
CLB2495 RESOURCE65981
CLB2569 RESOURCE48455
CLB8016 RESOURCE35529
CLB4423 RESOURCE27484
CLB7977 RESOURCE31601
CLB15336 RESOURCE19631
CLB5519 RESOURCE55353
CLB13944 RESOURCE5075
CLB15265 RESOURCE15225
CLB2541 RESOURCE47499
CLB17842 RESOURCE50947
CLB14408 RESOURCE13214
CLB2386 RESOURCE46061
CLB2392 RESOURCE61960
CLB15088 RESOURCE18099
CLB279 RESOURCE63013
CLB4393 RESOURCE25953
CLB8141 RESOURCE36008
CLB15389 RESOURCE13215
CLB2531 RESOURCE64451
CLB4558 RESOURCE27485
CLB14184 RESOURCE9575
CLB14172 RESOURCE10054
CLB2539 RESOURCE63971
CLB5294 RESOURCE23079
CLB8003 RESOURCE34571
CLB2399 RESOURCE44050
CLB8318 RESOURCE37538
CLB5447 RESOURCE58513
CLB8145 RESOURCE34568
CLB2683 RESOURCE66941
CLB14423 RESOURCE14172
CLB14296 RESOURCE284
CLB5220 RESOURCE20589
CLB14407 RESOURCE12734
CLB8028 RESOURCE36965
CLB14138 RESOURCE8043
CLB17899 RESOURCE56310
CLB14131 RESOURCE8522
CLB8337 RESOURCE40892
CLB13938 RESOURCE5649
CLB15264 RESOURCE14747
CLB5292 RESOURCE24037
CLB4570 RESOURCE34093
CLB4537 RESOURCE28153
CLB13939 RESOURCE6127
CLB15139 RESOURCE14173
CLB4378 RESOURCE25954
CLB4785 RESOURCE20111
CLB5321 RESOURCE24516
CLB17909 RESOURCE52479
CLB5196 RESOURCE20110
CLB4967 RESOURCE24517
CLB15388 RESOURCE13216
CLB8442 RESOURCE31123
CLB255 RESOURCE63493
CLB15337 RESOURCE19152
CLB4345 RESOURCE29112
CLB2393 RESOURCE44625
CLB312 RESOURCE63972
CLB5320 RESOURCE24515
CLB17884 RESOURCE50467
CLB8052 RESOURCE38498
CLB2411 RESOURCE46540
CLB7281 RESOURCE54873
CLB7282 RESOURCE54874
CLB14194 RESOURCE11013
CLB15338 RESOURCE19153
CLB8305 RESOURCE39455
CLB2706 RESOURCE68856
CLB2779 RESOURCE61961
CLB8058 RESOURCE39935
CLB14533 RESOURCE15705
CLB7229 RESOURCE54875
CLB15365 RESOURCE18579
CLB8055 RESOURCE38976
CLB8184 RESOURCE18578
CLB15096 RESOURCE17141
CLB7255 RESOURCE55832
CLB2661 RESOURCE41370
CLB15346 RESOURCE16184
CLB17920 RESOURCE51903
CLB5217 RESOURCE21069
CLB8332 RESOURCE38497
CLB13881 RESOURCE4595
CLB2568 RESOURCE49031
CLB4927 RESOURCE22601
CLB13978 RESOURCE7086
CLB4392 RESOURCE27486
CLB8057 RESOURCE39936
CLB8322 RESOURCE40415
CLB2414 RESOURCE47500
CLB2571 RESOURCE49510
CLB4933 RESOURCE23080
CLB17856 RESOURCE51426
CLB14153 RESOURCE9097
CLB14297 RESOURCE1243
CLB2612 RESOURCE65983
CLB15092 RESOURCE18100
CLB17919 RESOURCE52480
CLB4477 RESOURCE30165
CLB15116 RESOURCE17142
CLB273 RESOURCE63014
CLB2650 RESOURCE41946
CLB8014 RESOURCE35530
CLB2089 RESOURCE43572
CLB13976 RESOURCE6607
CLB2480 RESOURCE49032
CLB5299 RESOURCE24996
CLB15098 RESOURCE17621
CLB2086 RESOURCE43573
CLB1815 RESOURCE61482
CLB14176 RESOURCE11587
CLB15335 RESOURCE20112
CLB4478 RESOURCE31124
CLB7363 RESOURCE53916
CLB4531 RESOURCE31603
CLB15379 RESOURCE12736
CLB4484 RESOURCE31602
CLB7511 RESOURCE58035
CLB3745 RESOURCE59471
CLB14187 RESOURCE10055
CLB14136 RESOURCE8045
CLB7402 RESOURCE53437
CLB4926 RESOURCE21548
CLB14162 RESOURCE9098
CLB2567 RESOURCE49030
CLB254 RESOURCE63973
CLB8116 RESOURCE34572
CLB8010 RESOURCE35051
CLB13878 RESOURCE4596
CLB2570 RESOURCE49511
CLB17886 RESOURCE50468
CLB7526 RESOURCE57364
CLB2825 RESOURCE61962
CLB2396 RESOURCE46541
CLB15115 RESOURCE16663
CLB4476 RESOURCE29686
CLB2426 RESOURCE47019
CLB3915 RESOURCE58514
CLB2433 RESOURCE47021
CLB1814 RESOURCE61483
CLB14386 RESOURCE13695
CLB14152 RESOURCE11014
CLB13962 RESOURCE7087
CLB15094 RESOURCE18101
CLB13891 RESOURCE2680
CLB270 RESOURCE63974
CLB5295 RESOURCE24039
CLB4577 RESOURCE33518
CLB14151 RESOURCE10056
CLB8051 RESOURCE38978
CLB8007 RESOURCE33039
CLB8119 RESOURCE37540
CLB17910 RESOURCE53917
CLB13885 RESOURCE4117
CLB13923 RESOURCE2202
CLB17918 RESOURCE51906
CLB15339 RESOURCE19154
CLB4474 RESOURCE31125
CLB8002 RESOURCE34094
CLB15362 RESOURCE16185
CLB8050 RESOURCE38499
CLB13946 RESOURCE6608
CLB2405 RESOURCE46063
CLB8412 RESOURCE32561
CLB2532 RESOURCE49033
CLB8020 RESOURCE36487
CLB4390 RESOURCE26434
CLB14555 RESOURCE17622
CLB4394 RESOURCE27008
CLB8048 RESOURCE38979
CLB14293 RESOURCE1244
CLB14164 RESOURCE10057
CLB8413 RESOURCE32562
CLB13927 RESOURCE2203
CLB2404 RESOURCE45584
CLB2511 RESOURCE66942
CLB4488 RESOURCE29688
CLB8433 RESOURCE34573
CLB1811 RESOURCE61484
CLB2649 RESOURCE42427
CLB4536 RESOURCE28634
CLB2645 RESOURCE43095
CLB8117 RESOURCE35052
CLB547 RESOURCE65506
CLB15392 RESOURCE14174
CLB14295 RESOURCE1723
CLB2406 RESOURCE46542
CLB1812 RESOURCE61003
CLB1817 RESOURCE61963
CLB5454 RESOURCE58993
CLB8122 RESOURCE38500
CLB15385 RESOURCE12737
CLB4519 RESOURCE29113
CLB2398 RESOURCE46064
CLB8121 RESOURCE38019
CLB306 RESOURCE63015
CLB1853 RESOURCE61004
CLB14180 RESOURCE11015
CLB13863 RESOURCE7566
CLB8128 RESOURCE38501
CLB13979 RESOURCE6609
CLB15086 RESOURCE19155
CLB14434 RESOURCE16186
CLB8336 RESOURCE39457
CLB14177 RESOURCE12067
CLB14171 RESOURCE11016
CLB8341 RESOURCE41373
CLB380 RESOURCE65505
CLB14291 RESOURCE1724
CLB14276 RESOURCE765
CLB2636 RESOURCE67421
CLB2547 RESOURCE51427
CLB13888 RESOURCE5651
CLB8012 RESOURCE35531
CLB15095 RESOURCE17623
CLB14303 RESOURCE2201
CLB8056 RESOURCE40416
CLB5301 RESOURCE25476
CLB4517 RESOURCE29689
CLB2246 RESOURCE64453
CLB15146 RESOURCE14749
CLB15291 RESOURCE15228
CLB4945 RESOURCE25477
CLB17912 RESOURCE53438
CLB7383 RESOURCE53918
CLB14294 RESOURCE1245
CLB15296 RESOURCE15227
CLB14432 RESOURCE16187
CLB4545 RESOURCE29114
CLB8328 RESOURCE40414
CLB15375 RESOURCE13217
CLB8006 RESOURCE34095
